Unia,mara-du,genus,loga-asal,Latine,linke,Engle,Frans,Espanya,Arab,Hindu,putung Han,Nipon
,2,sensa,,,,n. sense of direction,,,,,,
seremoni,2,seremoni,"eng:ceremony, por:cerimónia, spa:ceremonia, rus:церемо́ния, tur:seremoni",,,"ceremony, ritual, service, rite, function, proceedings",,,,,,
,2,seremoni,,,,baby shower,,,,,,
,2,seremoni,,,,birthday party,,,,,,
,3,seremoni,,,,"evaluation meeting, postmortem session, review meeting",,,,,,
,2,seremoni,,,,funeral,,,,,,
,2,seremoni,,,,graduation ceremony,,,,,,
,2,seremoni,,,,housewarming party,,,,,,
,2,seremoni,,,,welcome party,,,,,,
[emergency?] medika,2,siha,,,,first aid,,,,,,
avari,2,siha,,,,"n. injury, wound, damage",,,,,,
avari-fa,2,siha,,,avari,"tr.v. injure, hurt, wound, damage",,,,,,
gan?,2,siha,,,,n. cancer,,,,,,
kovid-19,2,siha,,,,n. COVID-19,,,,,,
malari,2,siha,,,,n. malaria,,,,,,
medika,,siha,"eng:medical, spa:médico, por:médico, rus:медици́на, tur:medikal, may:medis",,,"v. heal, treat, nurse; n. medicine, healing, treatment; a. medical",,,,,,
pasi-te,2,siha,,,pasi,"n. sickness, illness, malady",,,,,,
pasi?,2,siha,,,,"a. sick, ill, unwell",,,,,,
ruh avari,3,siha,,,,n. psychological trauma; psychic damage,,,,,,
ruh avari-fa,3,siha,,,,tr.v. traumatize,,,,,,
yam-yao,2,siha,,,,n. hunger; a. hungry,,,,,,
,3,siha,,,,Alzheimer's,,,,,,
,2,siha,,,,n. bruise,,,,,,
,2,siha,,,,n. scrape,,,,,,
kanca-sut,2,sut,,,,glassblowing,,,,,,
kerami-sut?,2,sut,,,,pottery,,,,,,
magi-sut,2,sut,,,,"sorcery, witchcraft",,,,,,"魔術,呪術"
metal-sut,2,sut,,,,"smithing, metalwork",,,,,,
sat-metro-gu,2,tekni-logi,,,sat-metro,clock; watch,,,,,,
bat di muezi,2,tempo,,,bat-muezi,August,,,,,,
catur di muezi,2,tempo,,,catur-muezi,April,,,,,,
cit di muezi,2,tempo,,,cit-muezi,July,,,,,,
deka di muezi,2,tempo,,,deka-muezi,October,,,,,,
deka-dua di muezi,2,tempo,,,deka-dua-muezi,December,,,,,,
deka-uni di muezi,2,tempo,,,deka-uni-muezi,November,,,,,,
dua di muezi,2,tempo,,,dua-muezi,February,,,,,,
Heisei ki,3,tempo,,,,Heisei era,,,,,,
Kristo ki,3,tempo,,,,"anno domini, AD, after christ",,,,,,
luk di muezi,2,tempo,,,luk-muezi,June,,,,,,
minut,1,tempo,,,,minute,,,,,,
muezi-ki,1,tempo,,,muezi,month,,,,,,
nen,1,tempo,,,,year,,,,,,
nen-muezi-nit,2,tempo,,,nit,date,,,,,,
penta di muezi,2,tempo,,,penta-muezi,May,,,,,,
poli mara pe,1,tempo,,,,often,,,,,,
pos muezi,2,tempo,,,,next month,,,,,,
pos nen,2,tempo,,,,next year,,,,,,
pos nit,1,tempo,,,,tomorrow,,,,,,
pos pos nit,2,tempo,,,,the day after tomorrow,,,,,,
pos vik,2,tempo,,,,next week,,,,,,
pre muezi,2,tempo,,,,last month,,,,,,
pre nen,2,tempo,,,,last year,,,,,,
pre nit,1,tempo,,,,yesterday,,,,,,
pre pre nit,2,tempo,,,,the day before yesterday,,,,,,
pre vik,2,tempo,,,,last week,,,,,,
Putung ki,2,tempo,,,,"anno domini, AD, common era, CE",,desde Cristo,,,"西元,公元",西暦紀元
Reiwa ki,3,tempo,,,,Reiwa era,,,,,,
sao mara pe,2,tempo,,,,rarely,,,,,,
sat,1,tempo,,,,hour,,,,,,
sat-minut,2,tempo,,,sat,time of day,,,,,,
sekunde,2,tempo,,,,second (unit),,,,,,
Shouwa ki,3,tempo,,,,Showa era,,,,,,
tisa di muezi,2,tempo,,,tisa-muezi,September,,,,,,
tri di muezi,2,tempo,,,tri-muezi,March,,,,,,
uni di muezi,2,tempo,,,uni-muezi,January,,,,,,
uni muezi mara,2,tempo,,,,monthly,,,,,,
uni nen mara,2,tempo,,,,annual,,,,,,
uni nit mara,2,tempo,,,,"daily, once per day",,,,,,
vik catur di nit,2,tempo,,,vik-catur,Thursday,,,,,,
vik dua di nit,2,tempo,,,vik-dua,Tuesday,,,,,,
vik ke nit,2,tempo,,,,what day of the week,,,,,,
vik luk di nit,2,tempo,,,vik-luk,Saturday,,,,,,
vik nit den,2,tempo,,,vik-nit,Sunday,,,,,,
vik penta di den,2,tempo,,,vik-penta,Friday,,,,,,
vik tri di den,2,tempo,,,vik-tri,Wednesday,,,,,,
vik uni di den,2,tempo,,,vik-uni,Monday,,lunes,,,,
zai nit,1,tempo,,,,today,,,,,,
devo teori,3,teori,,,,theism,,,,,,
devo teori-zen,3,teori,,,,theist,,,,,,
nai-devo teori,2,teori,,,,atheism,,,,,,
nai-devo teori-zen,2,teori,,,,atheist,,,,,,
agro-tipo,3,tipo-logi,,,,"(taxonomy) cultivar, agrotype",,,,,,
orde,2,tipo-logi,,,,"n. order; organization, structure; order, sequencing, ranking; (taxonomy) order",,,,,,
saka,2,tipo-logi,"hin:शाखा, ben:শাখা, fas:شاخه",,,"branch, bough; limb; division, subdivision; (taxonomy) clade",,,,,,
tipo-logi,3,tipo-logi,,,,taxonomy; typology,,,,,,
Áidaho vilaya,3,topia,,,,Idaho,,,,,,
Áiova vilaya,3,topia,,,,Iowa,,,,,,
Alabama vilaya,3,topia,,,,Alabama,,,,,,
Alaska vilaya,3,topia,,,,Alaska,,,,,,
Amazona rivo,2,topia,,,,Amazon river,,,,,,
Amérika Sámoa vilaya,3,topia,,,,American Samoa,,,,,,
Amerika topia,2,topia,,,,"America, the Americas",,,,,,
Amérika Vírzhin vilaya,3,topia,,,,US Virgin Islands,,,,,,
Andra vilaya,3,topia,,,,Andhra Pradesh,,,,,,
Antigua nesia,3,topia,,,,Antigua,,,,,,
Arab loga dunia,2,topia,,,,"Arab world, Arabic-speaking world",,,,,,
Arab topia,2,topia,,,,Arabia,,,,,,
Árkansa vilaya,3,topia,,,,Arkansas,,,,,,
Arunacal vilaya,3,topia,,,,Arunachal Pradesh,,,,,,
Asam vilaya,3,topia,,,,Assam,,,,,,
Azia topia,2,topia,,,,Asia,,,,,,
Bangla topia,3,topia,,,,Bengal,,,,,,
Barat topia,3,topia,,,,Indian subcontinent,,,,,,
Barbuda nesia,3,topia,,,,Barbuda,,,,,,
Bihar vilaya,3,topia,,,,Bihar,,,,,,
Bok Áfrika topia,2,topia,,,,"North Africa, Maghreb",,,,,,
Bok Amérika topia,2,topia,,,,North America,,,,,,
Bok Dakota vilaya,3,topia,,,,North Dakota,,,,,,
Bok Europa topia,2,topia,,,,"Northern Europe, Scandanavia",,,,,,
Bok Karolaina vilaya,3,topia,,,,North Carolina,,,,,,
Bok Marianas vilaya,3,topia,,,,Northern Mariana Islands,,,,,,
Bosna topia,3,topia,,,,Bosnia,,,,,,
Brítan nesia,2,topia,,,,British isles,,,,,,
Canggiang rivo,3,topia,,,,"Yangtze River, Yangzi River",,,,,,
Catisgar vilaya,3,topia,,,,Chhattisgarh,,,,,,
Dai Britan nesia,3,topia,,,,Great Britain,,,,,,
Dalmatsia topia,3,topia,,,,n. Dalmatia,,,,,,
Délaver vilaya,3,topia,,,,Delaware,,,,,,
Dicla rivo,2,topia,,,,Tigris,,,,,,
Engle loga dunia,2,topia,,,,English-speaking world,,,,,,
Erizona vilaya,3,topia,,,,Arizona,,,,,,
Eurazia topia,2,topia,,,,Eurasia,,,,,,
Europa topia,2,topia,,,,Europe,,,,,,
Flórida vilaya,3,topia,,,,Florida,,,,,,
Frans loga dunia,2,topia,,,,"French-speaking world, Francophonie",,,,,,
Furat rivo,2,topia,,,,Euphrates,,,,,,
Goya vilaya,3,topia,,,,Goa,,,,,,
Guangsi vilaya,3,topia,,,,Guangxi,,,,,,
Guangzou vilaya,3,topia,,,,Guangzhou (Canton),,,,,,
Gunagdong vilaya,3,topia,,,,Guangdong,,,,,,
Guzarat vilaya,3,topia,,,,Gujarat,,,,,,
Gvahan vilaya,3,topia,,,,Guam,,,,,,
Hariyana vilaya,3,topia,,,,Haryana,,,,,,
Havai'i vilaya,3,topia,,,,Hawaii,,,,,,
Hercegovina topia,3,topia,,,,Herzegovina,,,,,,
Himacal vilaya,3,topia,,,,Himachal Pradesh,,,,,,
Huang rivo,3,topia,,,,Yellow River,,,,,,
Ilinoi vilaya,3,topia,,,,Illinois,,,,,,
In Mongol vilaya,3,topia,,,,Inner Mongolia,,,,,,
Indiana vilaya,3,topia,,,,Indiana,,,,,,
Kalifórnia vilaya,3,topia,,,,California,,,,,,
kanyon,2,topia,,,,canyon,,,,,,
Kánzas vilaya,3,topia,,,,Kansas,,,,,,
Karibe topia,2,topia,,,,Caribbean,,,,,,
Karnataka vilaya,3,topia,,,,Karnataka,,,,,,
Kashmir topia,3,topia,,,,n. Kashmir,,,,,,
Katalunia vilaya,3,topia,,,,Catalonia,,,,,,
Kentoki vilaya,3,topia,,,,Kentucky,,,,,,
Kerala vilaya,3,topia,,,,Kerala,,,,,,
Kolómbia vilaya,3,topia,,,,"District of Columbia, DC",,,,,,
Kolorado vilaya,3,topia,,,,Colorado,,,,,,
Konetikut vilaya,3,topia,,,,Connecticut,,,,,,
Kongo topia,3,topia,,,,the Congo,,,,,,
Latine Amerika topia,3,topia,,,,Latin America,,,,,,
Luiziana vilaya,3,topia,,,,Louisiana,,,,,,
Madya vilaya,3,topia,,,,Madhya Pradesh,,,,,,
Manipur vilaya,3,topia,,,,Manipur,,,,,,
Marati vilaya,3,topia,,,,Maharashtra,,,,,,
Masacusets vilaya,3,topia,,,,Massachusetts,,,,,,
Megalaya vilaya,3,topia,,,,Meghalaya,,,,,,
Mein vilaya,3,topia,,,,Maine,,,,,,
Meriland vilaya,3,topia,,,,Maryland,,,,,,
Minesota vilaya,3,topia,,,,Minnesota,,,,,,
mini kanyon,2,topia,,,,"gorge, ravine",,,,,,
